Timestamp,Time,,,,Kp,Ap,,even_index
2023 04 03,6,7.5,33330.25,33330.3125,1.333,5,1,TRUE
2023 04 03,12,13.5,33330.5,33330.5625,2.667,12,1,TRUE
2023 04 03,18,19.5,33330.75,33330.8125,3.667,22,1,TRUE
2023 04 04,0,1.5,33331,33331.0625,3.667,22,1,TRUE
2023 04 04,6,7.5,33331.25,33331.3125,2.333,9,1,TRUE
2023 04 04,12,13.5,33331.5,33331.5625,2,7,1,TRUE
2023 04 04,18,19.5,33331.75,33331.8125,2.667,12,1,TRUE
2023 04 05,0,1.5,33332,33332.0625,3,15,1,TRUE
2023 04 05,6,7.5,33332.25,33332.3125,1.667,6,1,TRUE
2023 04 05,12,13.5,33332.5,33332.5625,3,15,1,TRUE
2023 04 05,18,19.5,33332.75,33332.8125,2.667,12,1,TRUE
2023 04 06,0,1.5,33333,33333.0625,1.333,5,1,TRUE
2023 04 06,6,7.5,33333.25,33333.3125,1,4,1,TRUE
2023 04 06,12,13.5,33333.5,33333.5625,2,7,1,TRUE
2023 04 06,18,19.5,33333.75,33333.8125,3,15,1,TRUE
2023 04 07,0,1.5,33334,33334.0625,3,15,1,TRUE
2023 04 07,6,7.5,33334.25,33334.3125,1.667,6,1,TRUE
2023 04 07,12,13.5,33334.5,33334.5625,1.667,6,1,TRUE
2023 04 07,18,19.5,33334.75,33334.8125,1.333,5,1,TRUE
2023 04 08,0,1.5,33335,33335.0625,1,4,1,TRUE
2023 04 08,6,7.5,33335.25,33335.3125,1.667,6,1,TRUE
2023 04 08,12,13.5,33335.5,33335.5625,0.667,3,1,TRUE
2023 04 08,18,19.5,33335.75,33335.8125,0.333,2,1,TRUE
2023 04 09,0,1.5,33336,33336.0625,3,15,1,TRUE
2023 04 09,6,7.5,33336.25,33336.3125,0.667,3,1,TRUE
2023 04 09,12,13.5,33336.5,33336.5625,1,4,1,TRUE
2023 04 09,18,19.5,33336.75,33336.8125,1.333,5,1,TRUE
2023 04 10,0,1.5,33337,33337.0625,2.667,12,1,TRUE
2023 04 10,6,7.5,33337.25,33337.3125,3.333,18,1,TRUE
2023 04 10,12,13.5,33337.5,33337.5625,2.667,12,1,TRUE
2023 04 10,18,19.5,33337.75,33337.8125,1.333,5,1,TRUE
2023 04 11,0,1.5,33338,33338.0625,0.333,2,1,TRUE
2023 04 11,6,7.5,33338.25,33338.3125,2.333,9,1,TRUE
2023 04 11,12,13.5,33338.5,33338.5625,1,4,1,TRUE
2023 04 11,18,19.5,33338.75,33338.8125,1.667,6,1,TRUE
2023 04 12,0,1.5,33339,33339.0625,0,0,1,TRUE
2023 04 12,6,7.5,33339.25,33339.3125,1,4,1,TRUE
2023 04 12,12,13.5,33339.5,33339.5625,1.333,5,1,TRUE
2023 04 12,18,19.5,33339.75,33339.8125,0.333,2,1,TRUE
2023 04 13,0,1.5,33340,33340.0625,2.333,9,1,TRUE
2023 04 13,6,7.5,33340.25,33340.3125,0.333,2,1,TRUE
2023 04 13,12,13.5,33340.5,33340.5625,0.667,3,1,TRUE
2023 04 13,18,19.5,33340.75,33340.8125,1.667,6,1,TRUE
2023 04 14,0,1.5,33341,33341.0625,1.333,5,1,TRUE
2023 04 14,6,7.5,33341.25,33341.3125,1.333,5,1,TRUE
2023 04 14,12,13.5,33341.5,33341.5625,2.333,9,1,TRUE
2023 04 14,18,19.5,33341.75,33341.8125,0.667,3,1,TRUE
2023 04 15,0,1.5,33342,33342.0625,2.333,9,1,TRUE
2023 04 15,6,7.5,33342.25,33342.3125,2.333,9,1,TRUE
2023 04 15,12,13.5,33342.5,33342.5625,2,7,1,TRUE
2023 04 15,18,19.5,33342.75,33342.8125,1.333,5,1,TRUE
2023 04 16,0,1.5,33343,33343.0625,0.667,3,1,TRUE
2023 04 16,6,7.5,33343.25,33343.3125,1.667,6,1,TRUE
2023 04 16,12,13.5,33343.5,33343.5625,1,4,1,TRUE
2023 04 16,18,19.5,33343.75,33343.8125,1,4,1,TRUE
2023 04 17,0,1.5,33344,33344.0625,1.333,5,1,TRUE
2023 04 17,6,7.5,33344.25,33344.3125,1.333,5,1,TRUE
2023 04 17,12,13.5,33344.5,33344.5625,1,4,1,TRUE
2023 04 17,18,19.5,33344.75,33344.8125,0.333,2,1,TRUE
2023 04 18,0,1.5,33345,33345.0625,0.333,2,1,TRUE
2023 04 18,6,7.5,33345.25,33345.3125,0.333,2,1,TRUE
2023 04 18,12,13.5,33345.5,33345.5625,3.667,22,1,TRUE
2023 04 18,18,19.5,33345.75,33345.8125,3.667,22,1,TRUE
2023 04 19,0,1.5,33346,33346.0625,2.667,12,1,TRUE
2023 04 19,6,7.5,33346.25,33346.3125,1,4,1,TRUE
2023 04 19,12,13.5,33346.5,33346.5625,3.667,22,1,TRUE
2023 04 19,18,19.5,33346.75,33346.8125,1,4,1,TRUE
2023 04 20,0,1.5,33347,33347.0625,0.333,2,1,TRUE
2023 04 20,6,7.5,33347.25,33347.3125,0.667,3,1,TRUE
2023 04 20,12,13.5,33347.5,33347.5625,1.333,5,1,TRUE
2023 04 20,18,19.5,33347.75,33347.8125,1,4,1,TRUE
2023 04 21,0,1.5,33348,33348.0625,2,7,1,TRUE
2023 04 21,6,7.5,33348.25,33348.3125,1,4,1,TRUE
2023 04 21,12,13.5,33348.5,33348.5625,1.667,6,1,TRUE
2023 04 21,18,19.5,33348.75,33348.8125,3.333,18,1,TRUE
2023 04 22,0,1.5,33349,33349.0625,2.333,9,1,TRUE
2023 04 22,6,7.5,33349.25,33349.3125,1.333,5,1,TRUE
2023 04 22,12,13.5,33349.5,33349.5625,0.333,2,1,TRUE
2023 04 22,18,19.5,33349.75,33349.8125,1.333,5,1,TRUE
2023 04 23,0,1.5,33350,33350.0625,2.333,9,1,TRUE
2023 04 23,6,7.5,33350.25,33350.3125,1.333,5,1,TRUE
2023 04 23,12,13.5,33350.5,33350.5625,4.667,39,1,TRUE
2023 04 23,18,19.5,33350.75,33350.8125,8.333,236,1,TRUE
2023 04 24,0,1.5,33351,33351.0625,6.667,111,1,TRUE
2023 04 24,6,7.5,33351.25,33351.3125,7,132,1,TRUE
2023 04 24,12,13.5,33351.5,33351.5625,3.667,22,1,TRUE
2023 04 24,18,19.5,33351.75,33351.8125,2.333,9,1,TRUE
2023 04 25,0,1.5,33352,33352.0625,1.333,5,1,TRUE
2023 04 25,6,7.5,33352.25,33352.3125,0.333,2,1,TRUE
2023 04 25,12,13.5,33352.5,33352.5625,2.667,12,1,TRUE
2023 04 25,18,19.5,33352.75,33352.8125,3.333,18,1,TRUE
2023 04 26,0,1.5,33353,33353.0625,2.667,12,1,TRUE
2023 04 26,6,7.5,33353.25,33353.3125,2,7,1,TRUE
2023 04 26,12,13.5,33353.5,33353.5625,3.333,18,1,TRUE
2023 04 26,18,19.5,33353.75,33353.8125,3.333,18,1,TRUE
2023 04 27,0,1.5,33354,33354.0625,4.333,32,1,TRUE
2023 04 27,6,7.5,33354.25,33354.3125,3.333,18,1,TRUE
2023 04 27,12,13.5,33354.5,33354.5625,3.333,18,1,TRUE
2023 04 27,18,19.5,33354.75,33354.8125,2.667,12,1,TRUE
2023 04 28,0,1.5,33355,33355.0625,3.333,18,1,TRUE
2023 04 28,6,7.5,33355.25,33355.3125,2.667,12,1,TRUE
2023 04 28,12,13.5,33355.5,33355.5625,3.333,18,1,TRUE
2023 04 28,18,19.5,33355.75,33355.8125,3,15,1,TRUE
2023 04 29,0,1.5,33356,33356.0625,3.333,18,1,TRUE
2023 04 29,6,7.5,33356.25,33356.3125,3.333,18,1,TRUE
2023 04 29,12,13.5,33356.5,33356.5625,4,27,1,TRUE
2023 04 29,18,19.5,33356.75,33356.8125,3.333,18,1,TRUE
2023 04 30,0,1.5,33357,33357.0625,3,15,1,TRUE
2023 04 30,6,7.5,33357.25,33357.3125,3,15,1,TRUE
2023 04 30,12,13.5,33357.5,33357.5625,1.667,6,1,TRUE
2023 04 30,18,19.5,33357.75,33357.8125,0.667,3,1,TRUE
2023 05 01,0,1.5,33358,33358.0625,2.667,12,1,TRUE
2023 05 01,6,7.5,33358.25,33358.3125,2,7,1,TRUE
2023 05 01,12,13.5,33358.5,33358.5625,1.333,5,1,TRUE
2023 05 01,18,19.5,33358.75,33358.8125,2.667,12,1,TRUE
2023 05 02,0,1.5,33359,33359.0625,3.333,18,1,TRUE
2023 05 02,6,7.5,33359.25,33359.3125,1.667,6,1,TRUE
2023 05 02,12,13.5,33359.5,33359.5625,1,4,1,TRUE
2023 05 02,18,19.5,33359.75,33359.8125,1.667,6,1,TRUE
2023 05 03,0,1.5,33360,33360.0625,0,0,1,TRUE
2023 05 03,6,7.5,33360.25,33360.3125,0.333,2,1,TRUE
2023 05 03,12,13.5,33360.5,33360.5625,1,4,1,TRUE
2023 05 03,18,19.5,33360.75,33360.8125,0.667,3,1,TRUE
2023 05 04,0,1.5,33361,33361.0625,1.333,5,1,TRUE
2023 05 04,6,7.5,33361.25,33361.3125,1.667,6,1,TRUE
2023 05 04,12,13.5,33361.5,33361.5625,0.667,3,1,TRUE
2023 05 04,18,19.5,33361.75,33361.8125,1,4,1,TRUE
2023 05 05,0,1.5,33362,33362.0625,1.667,6,1,TRUE
2023 05 05,6,7.5,33362.25,33362.3125,0.667,3,1,TRUE
2023 05 05,12,13.5,33362.5,33362.5625,0.333,2,1,TRUE
2023 05 05,18,19.5,33362.75,33362.8125,0.667,3,1,TRUE
2023 05 06,0,1.5,33363,33363.0625,4.333,32,1,TRUE
2023 05 06,6,7.5,33363.25,33363.3125,3.333,18,1,TRUE
2023 05 06,12,13.5,33363.5,33363.5625,4.333,32,1,TRUE
2023 05 06,18,19.5,33363.75,33363.8125,3,15,1,TRUE
2023 05 07,0,1.5,33364,33364.0625,1,4,1,TRUE
2023 05 07,6,7.5,33364.25,33364.3125,2,7,1,TRUE
2023 05 07,12,13.5,33364.5,33364.5625,2.333,9,1,TRUE
2023 05 07,18,19.5,33364.75,33364.8125,2,7,1,TRUE
2023 05 08,0,1.5,33365,33365.0625,4.333,32,1,TRUE
2023 05 08,6,7.5,33365.25,33365.3125,1.333,5,1,TRUE
2023 05 08,12,13.5,33365.5,33365.5625,3.667,22,1,TRUE
2023 05 08,18,19.5,33365.75,33365.8125,2.333,9,1,TRUE
2023 05 09,0,1.5,33366,33366.0625,3.667,22,1,TRUE
2023 05 09,6,7.5,33366.25,33366.3125,1,4,1,TRUE
2023 05 09,12,13.5,33366.5,33366.5625,2.333,9,1,TRUE
2023 05 09,18,19.5,33366.75,33366.8125,1.667,6,1,TRUE
2023 05 10,0,1.5,33367,33367.0625,3.667,22,1,TRUE
2023 05 10,6,7.5,33367.25,33367.3125,2.667,12,1,TRUE
2023 05 10,12,13.5,33367.5,33367.5625,4.667,39,1,TRUE
2023 05 10,18,19.5,33367.75,33367.8125,2,7,1,TRUE
2023 05 11,0,1.5,33368,33368.0625,2.667,12,1,TRUE
2023 05 11,6,7.5,33368.25,33368.3125,2,7,1,TRUE
2023 05 11,12,13.5,33368.5,33368.5625,1.333,5,1,TRUE
2023 05 11,18,19.5,33368.75,33368.8125,2,7,1,TRUE
2023 05 12,0,1.5,33369,33369.0625,2.333,9,1,TRUE
2023 05 12,6,7.5,33369.25,33369.3125,3,15,1,TRUE
2023 05 12,12,13.5,33369.5,33369.5625,5.333,56,1,TRUE
2023 05 12,18,19.5,33369.75,33369.8125,2.667,12,1,TRUE
2023 05 13,0,1.5,33370,33370.0625,2.333,9,1,TRUE
2023 05 13,6,7.5,33370.25,33370.3125,2,7,1,TRUE
2023 05 13,12,13.5,33370.5,33370.5625,1.333,5,1,TRUE
2023 05 13,18,19.5,33370.75,33370.8125,3.667,22,1,TRUE
2023 05 14,0,1.5,33371,33371.0625,0.667,3,1,TRUE
2023 05 14,6,7.5,33371.25,33371.3125,0.667,3,1,TRUE
2023 05 14,12,13.5,33371.5,33371.5625,2,7,1,TRUE
2023 05 14,18,19.5,33371.75,33371.8125,3,15,1,TRUE
2023 05 15,0,1.5,33372,33372.0625,1,4,1,TRUE
2023 05 15,6,7.5,33372.25,33372.3125,0.333,2,1,TRUE
2023 05 15,12,13.5,33372.5,33372.5625,1,4,1,TRUE
2023 05 15,18,19.5,33372.75,33372.8125,2.667,12,1,TRUE
2023 05 16,0,1.5,33373,33373.0625,2.333,9,1,TRUE
2023 05 16,6,7.5,33373.25,33373.3125,2.667,12,1,TRUE
2023 05 16,12,13.5,33373.5,33373.5625,1.333,5,1,TRUE
2023 05 16,18,19.5,33373.75,33373.8125,1.667,6,1,TRUE
2023 05 17,0,1.5,33374,33374.0625,1,4,1,TRUE
2023 05 17,6,7.5,33374.25,33374.3125,0.333,2,1,TRUE
2023 05 17,12,13.5,33374.5,33374.5625,0.667,3,1,TRUE
2023 05 17,18,19.5,33374.75,33374.8125,0.667,3,1,TRUE
2023 05 18,0,1.5,33375,33375.0625,0.667,3,1,TRUE
2023 05 18,6,7.5,33375.25,33375.3125,0.333,2,1,TRUE
2023 05 18,12,13.5,33375.5,33375.5625,0.333,2,1,TRUE
2023 05 18,18,19.5,33375.75,33375.8125,0.333,2,1,TRUE
2023 05 19,0,1.5,33376,33376.0625,0.333,2,1,TRUE
2023 05 19,6,7.5,33376.25,33376.3125,0.333,2,1,TRUE
2023 05 19,12,13.5,33376.5,33376.5625,1,4,1,TRUE
2023 05 19,18,19.5,33376.75,33376.8125,3,15,1,TRUE
2023 05 20,0,1.5,33377,33377.0625,5.667,67,1,TRUE
2023 05 20,6,7.5,33377.25,33377.3125,4.667,39,1,TRUE
2023 05 20,12,13.5,33377.5,33377.5625,2.667,12,1,TRUE
2023 05 20,18,19.5,33377.75,33377.8125,3,15,1,TRUE
2023 05 21,0,1.5,33378,33378.0625,2.667,12,1,TRUE
2023 05 21,6,7.5,33378.25,33378.3125,1.333,5,1,TRUE
2023 05 21,12,13.5,33378.5,33378.5625,3,15,1,TRUE
2023 05 21,18,19.5,33378.75,33378.8125,5.667,67,1,TRUE
2023 05 22,0,1.5,33379,33379.0625,4.667,39,1,TRUE
2023 05 22,6,7.5,33379.25,33379.3125,2.667,12,1,TRUE
2023 05 22,12,13.5,33379.5,33379.5625,2.333,9,1,TRUE
2023 05 22,18,19.5,33379.75,33379.8125,4,27,1,TRUE
2023 05 23,0,1.5,33380,33380.0625,2.667,12,1,TRUE
2023 05 23,6,7.5,33380.25,33380.3125,2.667,12,1,TRUE
2023 05 23,12,13.5,33380.5,33380.5625,0.667,3,1,TRUE
2023 05 23,18,19.5,33380.75,33380.8125,3.333,18,1,TRUE
2023 05 24,0,1.5,33381,33381.0625,2,7,1,TRUE
2023 05 24,6,7.5,33381.25,33381.3125,1.333,5,1,TRUE
2023 05 24,12,13.5,33381.5,33381.5625,2.667,12,1,TRUE
2023 05 24,18,19.5,33381.75,33381.8125,3,15,1,TRUE
2023 05 25,0,1.5,33382,33382.0625,3,15,1,TRUE
2023 05 25,6,7.5,33382.25,33382.3125,3,15,1,TRUE
2023 05 25,12,13.5,33382.5,33382.5625,2,7,1,TRUE
2023 05 25,18,19.5,33382.75,33382.8125,3,15,1,TRUE
2023 05 26,0,1.5,33383,33383.0625,1.667,6,1,TRUE
2023 05 26,6,7.5,33383.25,33383.3125,1.333,5,1,TRUE
2023 05 26,12,13.5,33383.5,33383.5625,1,4,1,TRUE
2023 05 26,18,19.5,33383.75,33383.8125,1.333,5,1,TRUE
2023 05 27,0,1.5,33384,33384.0625,0.667,3,1,TRUE
2023 05 27,6,7.5,33384.25,33384.3125,0.667,3,1,TRUE
2023 05 27,12,13.5,33384.5,33384.5625,0.333,2,1,TRUE
2023 05 27,18,19.5,33384.75,33384.8125,1,4,1,TRUE
2023 05 28,0,1.5,33385,33385.0625,2.667,12,1,TRUE
2023 05 28,6,7.5,33385.25,33385.3125,2,7,1,TRUE
2023 05 28,12,13.5,33385.5,33385.5625,3,15,1,TRUE
2023 05 28,18,19.5,33385.75,33385.8125,1.667,6,1,TRUE
2023 05 29,0,1.5,33386,33386.0625,0.667,3,1,TRUE
2023 05 29,6,7.5,33386.25,33386.3125,0.333,2,1,TRUE
2023 05 29,12,13.5,33386.5,33386.5625,0.667,3,1,TRUE
2023 05 29,18,19.5,33386.75,33386.8125,1,4,1,TRUE
2023 05 30,0,1.5,33387,33387.0625,0.667,3,1,TRUE
2023 05 30,6,7.5,33387.25,33387.3125,0.667,3,1,TRUE
2023 05 30,12,13.5,33387.5,33387.5625,0.667,3,1,TRUE
2023 05 30,18,19.5,33387.75,33387.8125,1.333,5,1,TRUE
2023 05 31,0,1.5,33388,33388.0625,2.333,9,1,TRUE
2023 05 31,6,7.5,33388.25,33388.3125,2.333,9,1,TRUE
2023 05 31,12,13.5,33388.5,33388.5625,2.333,9,1,TRUE
2023 05 31,18,19.5,33388.75,33388.8125,2.333,9,1,TRUE
2023 06 01,0,1.5,33389,33389.0625,3.667,22,1,TRUE
2023 06 01,6,7.5,33389.25,33389.3125,3.667,22,1,TRUE
2023 06 01,12,13.5,33389.5,33389.5625,3,15,1,TRUE
2023 06 01,18,19.5,33389.75,33389.8125,2.333,9,1,TRUE
2023 06 02,0,1.5,33390,33390.0625,2,7,1,TRUE
2023 06 02,6,7.5,33390.25,33390.3125,1.333,5,1,TRUE
2023 06 02,12,13.5,33390.5,33390.5625,0.667,3,1,TRUE
2023 06 02,18,19.5,33390.75,33390.8125,1,4,1,TRUE
2023 06 03,0,1.5,33391,33391.0625,1,4,1,TRUE
2023 06 03,6,7.5,33391.25,33391.3125,0.667,3,1,TRUE
2023 06 03,12,13.5,33391.5,33391.5625,0.333,2,1,TRUE
2023 06 03,18,19.5,33391.75,33391.8125,0.667,3,1,TRUE
2023 06 04,0,1.5,33392,33392.0625,2,7,1,TRUE
2023 06 04,6,7.5,33392.25,33392.3125,2,7,1,TRUE
2023 06 04,12,13.5,33392.5,33392.5625,1.333,5,1,TRUE
2023 06 04,18,19.5,33392.75,33392.8125,4,27,1,TRUE
2023 06 05,0,1.5,33393,33393.0625,0.333,2,1,TRUE
2023 06 05,6,7.5,33393.25,33393.3125,1,4,1,TRUE
2023 06 05,12,13.5,33393.5,33393.5625,0.333,2,1,TRUE
2023 06 05,18,19.5,33393.75,33393.8125,1.667,6,1,TRUE
2023 06 06,0,1.5,33394,33394.0625,2.667,12,1,TRUE
2023 06 06,6,7.5,33394.25,33394.3125,1,4,1,TRUE
2023 06 06,12,13.5,33394.5,33394.5625,2,7,1,TRUE
2023 06 06,18,19.5,33394.75,33394.8125,0.667,3,1,TRUE
2023 06 07,0,1.5,33395,33395.0625,0.333,2,1,TRUE
2023 06 07,6,7.5,33395.25,33395.3125,0.333,2,1,TRUE
2023 06 07,12,13.5,33395.5,33395.5625,0.667,3,1,TRUE
2023 06 07,18,19.5,33395.75,33395.8125,0.667,3,1,TRUE
2023 06 08,0,1.5,33396,33396.0625,1.667,6,1,TRUE
2023 06 08,6,7.5,33396.25,33396.3125,1,4,1,TRUE
2023 06 08,12,13.5,33396.5,33396.5625,1.667,6,1,TRUE
2023 06 08,18,19.5,33396.75,33396.8125,1,4,1,TRUE
2023 06 09,0,1.5,33397,33397.0625,1,4,1,TRUE
2023 06 09,6,7.5,33397.25,33397.3125,0,0,1,TRUE
2023 06 09,12,13.5,33397.5,33397.5625,0,0,1,TRUE
2023 06 09,18,19.5,33397.75,33397.8125,1.667,6,1,TRUE
2023 06 10,0,1.5,33398,33398.0625,0.667,3,1,TRUE
2023 06 10,6,7.5,33398.25,33398.3125,0.333,2,1,TRUE
2023 06 10,12,13.5,33398.5,33398.5625,1.333,5,1,TRUE
2023 06 10,18,19.5,33398.75,33398.8125,1.333,5,1,TRUE
2023 06 11,0,1.5,33399,33399.0625,2.333,9,1,TRUE
2023 06 11,6,7.5,33399.25,33399.3125,2.333,9,1,TRUE
2023 06 11,12,13.5,33399.5,33399.5625,2,7,1,TRUE
2023 06 11,18,19.5,33399.75,33399.8125,1.667,6,1,TRUE
2023 06 12,0,1.5,33400,33400.0625,1.333,5,1,TRUE
2023 06 12,6,7.5,33400.25,33400.3125,1.333,5,1,TRUE
2023 06 12,12,13.5,33400.5,33400.5625,2.333,9,1,TRUE
2023 06 12,18,19.5,33400.75,33400.8125,1.333,5,1,TRUE
2023 06 13,0,1.5,33401,33401.0625,1,4,1,TRUE
2023 06 13,6,7.5,33401.25,33401.3125,1.333,5,1,TRUE
2023 06 13,12,13.5,33401.5,33401.5625,1.333,5,1,TRUE
2023 06 13,18,19.5,33401.75,33401.8125,0.667,3,1,TRUE
2023 06 14,0,1.5,33402,33402.0625,2.667,12,1,TRUE
2023 06 14,6,7.5,33402.25,33402.3125,0.333,2,1,TRUE
2023 06 14,12,13.5,33402.5,33402.5625,0.333,2,1,TRUE
2023 06 14,18,19.5,33402.75,33402.8125,0.333,2,1,TRUE
2023 06 15,0,1.5,33403,33403.0625,1.333,5,1,TRUE
2023 06 15,6,7.5,33403.25,33403.3125,1.333,5,1,TRUE
2023 06 15,12,13.5,33403.5,33403.5625,4.333,32,1,TRUE
2023 06 15,18,19.5,33403.75,33403.8125,5,48,1,TRUE
2023 06 16,0,1.5,33404,33404.0625,4.667,39,1,TRUE
2023 06 16,6,7.5,33404.25,33404.3125,4,27,1,TRUE
2023 06 16,12,13.5,33404.5,33404.5625,4,27,1,TRUE
2023 06 16,18,19.5,33404.75,33404.8125,2.667,12,1,TRUE
2023 06 17,0,1.5,33405,33405.0625,2.333,9,1,TRUE
2023 06 17,6,7.5,33405.25,33405.3125,2,7,1,TRUE
2023 06 17,12,13.5,33405.5,33405.5625,1.667,6,1,TRUE
2023 06 17,18,19.5,33405.75,33405.8125,2,7,1,TRUE
2023 06 18,0,1.5,33406,33406.0625,2.667,12,1,TRUE
2023 06 18,6,7.5,33406.25,33406.3125,1.333,5,1,TRUE
2023 06 18,12,13.5,33406.5,33406.5625,1.667,6,1,TRUE
2023 06 18,18,19.5,33406.75,33406.8125,3,15,1,TRUE
2023 06 19,0,1.5,33407,33407.0625,2.333,9,1,TRUE
2023 06 19,6,7.5,33407.25,33407.3125,1.667,6,1,TRUE
2023 06 19,12,13.5,33407.5,33407.5625,2.333,9,1,TRUE
2023 06 19,18,19.5,33407.75,33407.8125,3.333,18,1,TRUE
2023 06 20,0,1.5,33408,33408.0625,2.667,12,1,TRUE
2023 06 20,6,7.5,33408.25,33408.3125,1,4,1,TRUE
2023 06 20,12,13.5,33408.5,33408.5625,2,7,1,TRUE
2023 06 20,18,19.5,33408.75,33408.8125,1.667,6,1,TRUE
2023 06 21,0,1.5,33409,33409.0625,2,7,1,TRUE
2023 06 21,6,7.5,33409.25,33409.3125,1,4,1,TRUE
2023 06 21,12,13.5,33409.5,33409.5625,1,4,1,TRUE
2023 06 21,18,19.5,33409.75,33409.8125,1.333,5,1,TRUE
2023 06 22,0,1.5,33410,33410.0625,0.667,3,1,TRUE
2023 06 22,6,7.5,33410.25,33410.3125,2.667,12,1,TRUE
2023 06 22,12,13.5,33410.5,33410.5625,2.667,12,1,TRUE
2023 06 22,18,19.5,33410.75,33410.8125,2.333,9,1,TRUE
2023 06 23,0,1.5,33411,33411.0625,2.333,9,1,TRUE
2023 06 23,6,7.5,33411.25,33411.3125,1.333,5,1,TRUE
2023 06 23,12,13.5,33411.5,33411.5625,2,7,1,TRUE
2023 06 23,18,19.5,33411.75,33411.8125,2.333,9,1,TRUE
2023 06 24,0,1.5,33412,33412.0625,1.333,5,1,TRUE
2023 06 24,6,7.5,33412.25,33412.3125,3,15,1,TRUE
2023 06 24,12,13.5,33412.5,33412.5625,2.667,12,1,TRUE
2023 06 24,18,19.5,33412.75,33412.8125,3.667,22,1,TRUE
2023 06 25,0,1.5,33413,33413.0625,5,48,1,TRUE
2023 06 25,6,7.5,33413.25,33413.3125,1.667,6,1,TRUE
2023 06 25,12,13.5,33413.5,33413.5625,2.333,9,1,TRUE
2023 06 25,18,19.5,33413.75,33413.8125,3.333,18,1,TRUE
2023 06 26,0,1.5,33414,33414.0625,2,7,1,TRUE
2023 06 26,6,7.5,33414.25,33414.3125,2.333,9,1,TRUE
2023 06 26,12,13.5,33414.5,33414.5625,2.667,12,1,TRUE
2023 06 26,18,19.5,33414.75,33414.8125,2,7,1,TRUE
2023 06 27,0,1.5,33415,33415.0625,2.333,9,1,TRUE
2023 06 27,6,7.5,33415.25,33415.3125,2.333,9,1,TRUE
2023 06 27,12,13.5,33415.5,33415.5625,2,7,1,TRUE
2023 06 27,18,19.5,33415.75,33415.8125,1.667,6,1,TRUE
2023 06 28,0,1.5,33416,33416.0625,2,7,1,TRUE
2023 06 28,6,7.5,33416.25,33416.3125,1.333,5,1,TRUE
2023 06 28,12,13.5,33416.5,33416.5625,1.667,6,1,TRUE
2023 06 28,18,19.5,33416.75,33416.8125,2,7,1,TRUE
2023 06 29,0,1.5,33417,33417.0625,2.667,12,1,TRUE
2023 06 29,6,7.5,33417.25,33417.3125,3,15,1,TRUE
2023 06 29,12,13.5,33417.5,33417.5625,1.667,6,1,TRUE
2023 06 29,18,19.5,33417.75,33417.8125,3.667,22,1,TRUE
2023 06 30,0,1.5,33418,33418.0625,2.667,12,1,TRUE
2023 06 30,6,7.5,33418.25,33418.3125,1.667,6,1,TRUE
2023 06 30,12,13.5,33418.5,33418.5625,3,15,1,TRUE
2023 06 30,18,19.5,33418.75,33418.8125,0.333,2,1,TRUE
2023 07 01,0,1.5,33419,33419.0625,2,7,1,TRUE
2023 07 01,6,7.5,33419.25,33419.3125,0.667,3,1,TRUE
2023 07 01,12,13.5,33419.5,33419.5625,0.667,3,1,TRUE
2023 07 01,18,19.5,33419.75,33419.8125,1,4,1,TRUE
2023 07 02,0,1.5,33420,33420.0625,0.667,3,1,TRUE
2023 07 02,6,7.5,33420.25,33420.3125,0.667,3,1,TRUE
2023 07 02,12,13.5,33420.5,33420.5625,1.667,6,1,TRUE
2023 07 02,18,19.5,33420.75,33420.8125,0.333,2,1,TRUE
2023 07 03,0,1.5,33421,33421.0625,1.333,5,1,TRUE
2023 07 03,6,7.5,33421.25,33421.3125,0.667,3,1,TRUE
2023 07 03,12,13.5,33421.5,33421.5625,1,4,1,TRUE
2023 07 03,18,19.5,33421.75,33421.8125,0.667,3,1,TRUE
2023 07 04,0,1.5,33422,33422.0625,0.667,3,1,TRUE
